,Latitude,Longitude,MedInc,cluster
3515,34.25,-118.47,4.1492,0
3516,34.25,-118.48,5.1619,0
3517,34.25,-118.48,4.9688,0
3518,34.25,-118.48,5.1068,0
3519,34.25,-118.49,4.3333,0
3520,34.27,-118.49,5.5714,0
3521,34.27,-118.49,4.58,0
3522,34.27,-118.5,4.869,0
3523,34.28,-118.51,5.4065,0
3524,34.28,-118.52,7.8193,0
3525,34.27,-118.51,4.055,0
3526,34.27,-118.51,4.1042,0
3527,34.27,-118.52,5.5649,0
3528,34.27,-118.53,5.3847,0
3529,34.26,-118.53,8.176,5
3530,34.26,-118.54,5.6912,0
3531,34.27,-118.54,6.7415,0
3532,34.27,-118.53,5.634,0
3533,34.26,-118.54,10.9052,5
3534,34.26,-118.55,8.203,5
3535,34.27,-118.55,8.1356,5
3536,34.26,-118.5,4.8316,0
3537,34.26,-118.52,3.7816,3
3538,34.26,-118.51,5.5433,0
3539,34.25,-118.52,4.6625,0
3540,34.26,-118.49,3.5497,3
3541,34.25,-118.49,5.0,0
3542,34.27,-118.57,9.6047,5
3543,34.26,-118.59,7.167000000000001,0
3544,34.24,-118.61,6.0137,0
3545,34.24,-118.63,4.8333,0
3546,34.26,-118.62,6.3249,0
3547,34.26,-118.6,5.6392,0
3548,34.25,-118.61,5.5111,0
3549,34.22,-118.63,6.5146,0
3550,34.22,-118.64,6.8643,0
3551,34.23,-118.66,6.1288,0
3552,34.23,-118.61,6.1419,0
3553,34.22,-118.61,7.3252,0
3554,34.23,-118.6,3.2564,3
3555,34.23,-118.59,3.0347,3
3556,34.25,-118.56,8.565,5
3557,34.24,-118.56,8.1714,5
3558,34.25,-118.57,5.6149,0
3559,34.24,-118.58,3.2426,3
3560,34.25,-118.59,3.6231,3
3561,34.25,-118.57,8.7471,5
3562,34.25,-118.58,5.521,0
3563,34.23,-118.56,5.5126,0
3564,34.23,-118.56,4.6944,0
3565,34.23,-118.57,4.9676,0
3566,34.23,-118.58,4.1023,0
3567,34.23,-118.59,3.4091,3
3568,34.23,-118.58,4.8929,0
3569,34.22,-118.58,4.875,0
3570,34.22,-118.59,4.0077,0
3571,34.25,-118.51,8.8612,5
3572,34.24,-118.51,8.6454,5
3573,34.23,-118.51,7.2772,0
3574,34.24,-118.52,3.0926,3
3575,34.23,-118.52,8.3841,5
3576,34.25,-118.53,3.3892,3
3577,34.24,-118.54,3.0977,3
3578,34.24,-118.53,2.9076,3
3579,34.23,-118.54,4.375,0
3580,34.23,-118.53,3.2404,3
3581,34.25,-118.54,6.2788,0
3582,34.24,-118.55,4.3458,0
3583,34.23,-118.55,2.8727,3
3584,34.23,-118.51,4.7926,0
3585,34.22,-118.52,3.2289,3
3586,34.23,-118.53,3.0321,3
3587,34.22,-118.54,3.6187,3
3588,34.23,-118.54,4.125,0
3589,34.25,-118.45,5.2801,0
3590,34.24,-118.46,3.8583,3
3591,34.25,-118.47,4.5417,0
3592,34.24,-118.47,2.3111,3
3593,34.24,-118.48,6.6537,0
3594,34.25,-118.49,5.0232,0
3595,34.24,-118.49,5.2939,0
3596,34.24,-118.49,6.0965,0
3597,34.25,-118.5,4.8164,0
3598,34.25,-118.5,6.155,0
3599,34.24,-118.5,5.9401,0
3600,34.23,-118.5,4.5167,0
3601,34.23,-118.49,5.2668,0
3602,34.22,-118.49,5.0325,0
3603,34.23,-118.47,2.5008,3
3604,34.23,-118.48,4.7583,0
3605,34.23,-118.48,6.5268,0
3606,34.23,-118.48,4.5484,0
3607,34.23,-118.46,2.7121,3
3608,34.23,-118.46,3.0187,3
3609,34.25,-118.43,3.4514,3
3610,34.24,-118.42,4.7228,0
3611,34.24,-118.43,4.0208,0
3612,34.24,-118.42,4.5833,0
3613,34.23,-118.41,4.5909,0
3614,34.24,-118.41,3.125,3
3615,34.26,-118.44,4.0792,0
3616,34.26,-118.44,3.9167,3
3617,34.25,-118.43,3.6384,3
3618,34.26,-118.44,5.5124,0
3619,34.25,-118.44,3.7,3
3620,34.25,-118.45,3.9833,3
3621,34.24,-118.45,3.5082,3
3622,34.23,-118.45,2.3584,3
3623,34.24,-118.45,3.0865,3
3624,34.25,-118.44,4.8958,0
3625,34.24,-118.43,3.7143,3
3626,34.24,-118.43,4.4688,0
3627,34.24,-118.44,4.095,0
3628,34.24,-118.44,3.725,3
3629,34.23,-118.42,5.6629,0
3630,34.22,-118.42,5.3767,0
3631,34.23,-118.43,4.4432,0
3632,34.24,-118.43,4.6827,0
3633,34.23,-118.42,4.5375,0
3634,34.23,-118.43,3.4013,3
3635,34.23,-118.43,3.9615,3
3636,34.24,-118.43,4.0057,3
3637,34.23,-118.44,4.0368,0
3638,34.22,-118.43,3.66,3
3639,34.22,-118.44,3.8083,3
3640,34.22,-118.44,3.325,3
3641,34.23,-118.44,4.5278,0
3642,34.22,-118.46,2.6299,3
3643,34.22,-118.46,3.9625,3
3644,34.22,-118.46,2.8710000000000004,3
3645,34.22,-118.45,2.0699,3
3646,34.23,-118.45,2.5833,3
3647,34.22,-118.45,2.7714,3
3648,34.23,-118.46,2.585,3
3649,34.22,-118.44,3.4612,3
3650,34.21,-118.44,4.8703,0
3651,34.21,-118.44,2.875,3
3652,34.22,-118.44,2.825,3
3653,34.22,-118.43,4.2656,0
3654,34.21,-118.43,2.425,3
3655,34.22,-118.43,3.6618,3
3656,34.22,-118.4,3.6442,3
3657,34.21,-118.4,2.9803,3
3658,34.21,-118.41,4.0167,3
3659,34.21,-118.4,4.8194,0
3660,34.22,-118.4,3.6591,3
3661,34.23,-118.4,4.0049,3
3662,34.25,-118.38,4.8816,0
3663,34.24,-118.37,4.1121,0
3664,34.23,-118.37,3.6,3
3665,34.22,-118.37,3.5521,3
3666,34.24,-118.38,1.3594,3
3667,34.24,-118.4,4.775,0
3668,34.23,-118.39,3.0083,3
3669,34.23,-118.39,2.1518,3
3670,34.23,-118.4,4.1181,0
3671,34.21,-118.41,5.35,0
3672,34.21,-118.41,5.5920000000000005,0
3673,34.22,-118.39,3.695,3
3674,34.22,-118.39,5.0818,0
3675,34.21,-118.39,3.6845,3
3676,34.21,-118.39,2.6667,3
3677,34.22,-118.38,2.375,3
3678,34.21,-118.38,3.7708,3
3679,34.21,-118.38,3.0833,3
3680,34.22,-118.42,4.1857,0
3681,34.21,-118.42,5.1586,0
3682,34.2,-118.42,1.0,3
3683,34.23,-118.42,5.6687,0
3684,34.21,-118.37,3.1563,3
3685,34.21,-118.37,4.2875,0
3686,34.21,-118.37,3.7143,3
3687,34.22,-118.37,2.9028,3
3688,34.22,-118.38,2.2679,3
3689,34.23,-118.36,2.8333,3
3690,34.22,-118.36,3.7663,3
3691,34.22,-118.35,3.025,3
3692,34.21,-118.36,1.8929,3
3693,34.21,-118.38,3.8,3
3694,34.2,-118.38,3.0125,3
3695,34.2,-118.39,2.0348,3
3696,34.21,-118.37,3.7455,3
3697,34.2,-118.37,2.9861,3
3698,34.21,-118.38,2.3182,3
3699,34.2,-118.37,2.8917,3
3700,34.19,-118.36,4.1445,0
3701,34.18,-118.36,2.9583,3
3702,34.18,-118.36,2.8784,3
3703,34.18,-118.37,3.1629,3
3704,34.19,-118.37,2.6696,3
3705,34.19,-118.39,3.0491,3
3706,34.19,-118.39,2.0968,3
3707,34.2,-118.39,2.2234,3
3708,34.19,-118.37,2.1,3
3709,34.19,-118.38,2.4375,3
3710,34.2,-118.38,2.4306,3
3711,34.2,-118.4,3.6875,3
3712,34.19,-118.4,3.625,3
3713,34.2,-118.4,2.8424,3
3714,34.19,-118.4,3.0395,3
3715,34.19,-118.41,4.1429,0
3716,34.2,-118.41,3.5164,3
3717,34.2,-118.42,1.9549,3
3718,34.19,-118.41,3.9792,3
3719,34.19,-118.42,3.338,3
3720,34.2,-118.42,2.2377,3
3721,34.2,-118.43,3.0221,3
3722,34.19,-118.42,2.2589,3
3723,34.19,-118.42,2.6165,3
3724,34.18,-118.42,3.1551,3
3725,34.18,-118.42,3.6745,3
3726,34.18,-118.42,3.3594,3
3727,34.18,-118.43,3.9099,3
3728,34.18,-118.43,3.8906,3
3729,34.18,-118.42,5.7143,0
3730,34.19,-118.41,3.6625,3
3731,34.18,-118.41,4.7171,0
3732,34.18,-118.41,3.0119,3
3733,34.19,-118.41,2.8021,3
3734,34.19,-118.4,4.1125,0
3735,34.19,-118.4,3.6007,3
3736,34.18,-118.4,3.5711,3
3737,34.17,-118.4,3.4013,3
3738,34.19,-118.39,2.9982,3
3739,34.18,-118.39,2.9327,3
3740,34.17,-118.39,3.3516,3
3741,34.18,-118.39,3.3906,3
3742,34.19,-118.39,2.4167,3
3743,34.16,-118.4,2.3333,3
3744,34.16,-118.4,3.8056,3
3745,34.16,-118.4,4.2989,0
3746,34.16,-118.41,6.3703,0
3747,34.17,-118.41,4.692,0
3748,34.19,-118.38,2.7379,3
3749,34.18,-118.38,3.0061,3
3750,34.18,-118.38,2.1449,3
3751,34.18,-118.38,2.4792,3
3752,34.17,-118.38,2.8208,3
3753,34.17,-118.39,3.6563,3
3754,34.18,-118.37,2.9728,3
3755,34.18,-118.37,3.3958,3
3756,34.18,-118.38,3.3125,3
3757,34.19,-118.38,1.9866,3
3758,34.18,-118.37,2.9228,3
3759,34.18,-118.38,2.5603,3
3760,34.18,-118.36,2.3056,3
3761,34.17,-118.36,2.5234,3
3762,34.17,-118.37,3.2596,3
3763,34.18,-118.41,3.9038,3
3764,34.17,-118.41,3.875,3
3765,34.18,-118.41,4.375,0
3766,34.17,-118.43,3.4449,3
3767,34.17,-118.43,5.4510000000000005,0
3768,34.17,-118.43,5.9275,0
3769,34.16,-118.43,4.0347,0
3770,34.16,-118.43,3.4208,3
3771,34.16,-118.43,4.569,0
3772,34.15,-118.42,5.1496,0
3773,34.17,-118.42,6.1359,0
3774,34.16,-118.42,3.9028,3
3775,34.16,-118.41,4.1875,0
3776,34.16,-118.42,3.6641,3
3777,34.17,-118.4,2.2652,3
3778,34.17,-118.4,3.3545,3
3779,34.17,-118.39,3.2052,3
3780,34.17,-118.39,3.1929,3
3781,34.16,-118.39,5.1169,0
3782,34.16,-118.39,5.1584,0
3783,34.17,-118.38,2.7708,3
3784,34.16,-118.38,3.3177,3
3785,34.16,-118.38,3.7312,3
3786,34.17,-118.36,2.3851,3
3787,34.17,-118.37,2.3784,3
3788,34.17,-118.37,2.4107,3
3789,34.17,-118.37,2.2756,3
3790,34.17,-118.37,0.8198,3
3791,34.16,-118.37,2.7231,3
3792,34.16,-118.37,3.6128,3
3793,34.16,-118.37,3.6375,3
3794,34.16,-118.37,4.4122,0
3795,34.16,-118.36,2.4835,3
3796,34.16,-118.36,4.0764,0
3797,34.16,-118.37,3.5051,3
3798,34.16,-118.37,3.1106,3
3799,34.16,-118.36,5.1423,0
3800,34.16,-118.36,4.3542,0
3801,34.15,-118.35,4.1544,0
3802,34.2,-118.43,2.773,3
3803,34.21,-118.43,4.125,0
3804,34.2,-118.44,2.9219,3
3805,34.21,-118.44,3.2448,3
3806,34.21,-118.45,2.1888,3
3807,34.2,-118.45,2.9688,3
3808,34.2,-118.46,3.5255,3
3809,34.21,-118.46,3.5,3
3810,34.21,-118.47,2.9735,3
3811,34.2,-118.47,2.9025,3
3812,34.21,-118.48,3.3864,3
3813,34.2,-118.48,2.8974,3
3814,34.22,-118.48,2.1974,3
3815,34.21,-118.49,1.3565,3
3816,34.19,-118.49,3.1667,3
3817,34.2,-118.49,5.2118,0
3818,34.2,-118.5,3.915,3
3819,34.2,-118.48,2.4375,3
3820,34.2,-118.48,2.6957,3
3821,34.19,-118.48,2.8646,3
3822,34.19,-118.48,3.8833,3
3823,34.2,-118.47,2.7118,3
3824,34.19,-118.47,3.892,3
3825,34.2,-118.45,2.5562,3
3826,34.2,-118.45,2.5842,3
3827,34.2,-118.46,3.0893,3
3828,34.19,-118.45,2.4667,3
3829,34.19,-118.46,2.7237,3
3830,34.19,-118.46,6.1142,0
3831,34.2,-118.43,3.1118,3
3832,34.2,-118.44,2.7375,3
3833,34.2,-118.44,2.5197,3
3834,34.2,-118.44,2.9360000000000004,3
3835,34.19,-118.43,4.125,0
3836,34.19,-118.44,5.0,0
3837,34.19,-118.44,2.6709,3
3838,34.19,-118.44,2.4583,3
3839,34.18,-118.43,2.6364,3
3840,34.18,-118.44,2.2326,3
3841,34.19,-118.44,2.891,3
3842,34.18,-118.44,2.1977,3
3843,34.19,-118.45,2.2264,3
3844,34.18,-118.45,2.0192,3
3845,34.18,-118.46,3.0877,3
3846,34.19,-118.47,5.0929,0
3847,34.18,-118.45,3.7171,3
3848,34.18,-118.45,3.6875,3
3849,34.18,-118.46,4.5081,0
3850,34.18,-118.46,3.4583,3
3851,34.18,-118.44,2.2461,3
3852,34.17,-118.44,3.8081,3
3853,34.18,-118.45,3.6019,3
3854,34.18,-118.43,2.6238,3
3855,34.18,-118.44,4.375,0
3856,34.17,-118.43,2.6979,3
3857,34.17,-118.43,4.4464,0
3858,34.17,-118.43,11.2093,5
3859,34.17,-118.44,3.2763,3
3860,34.16,-118.43,4.0474,0
3861,34.16,-118.44,4.1218,0
3862,34.16,-118.44,4.0391,0
3863,34.16,-118.45,3.7105,3
3864,34.17,-118.45,3.2386,3
3865,34.17,-118.45,4.3333,0
3866,34.17,-118.46,4.1875,0
3867,34.17,-118.46,3.1478,3
3868,34.16,-118.45,4.475,0
3869,34.16,-118.46,4.4423,0
3870,34.16,-118.46,4.3839,0
3871,34.21,-118.54,2.875,3
3872,34.21,-118.54,3.9886,3
3873,34.22,-118.54,4.6731,0
3874,34.2,-118.54,4.1597,0
3875,34.19,-118.54,4.1319,0
3876,34.22,-118.51,4.3462,0
3877,34.21,-118.5,4.9643,0
3878,34.21,-118.5,5.5675,0
3879,34.22,-118.51,4.185,0
3880,34.21,-118.51,4.7,0
3881,34.22,-118.51,4.8646,0
3882,34.22,-118.52,5.0282,0
3883,34.22,-118.52,5.5209,0
3884,34.21,-118.52,4.3261,0
3885,34.21,-118.52,5.1265,0
3886,34.22,-118.53,4.6607,0
3887,34.21,-118.53,2.9389,3
3888,34.21,-118.55,5.0623,0
3889,34.22,-118.56,4.4271,0
3890,34.21,-118.56,3.5333,3
3891,34.22,-118.56,4.3194,0
3892,34.21,-118.55,3.8247,3
3893,34.21,-118.56,3.7313,3
3894,34.2,-118.52,4.3571,0
3895,34.2,-118.53,3.225,3
3896,34.21,-118.5,4.5125,0
3897,34.2,-118.51,4.1806,0
3898,34.2,-118.51,4.0924,0
3899,34.21,-118.52,4.5648,0
3900,34.2,-118.5,2.2304,3
3901,34.2,-118.51,4.2344,0
3902,34.2,-118.51,3.7049,3
3903,34.19,-118.51,5.3028,0
3904,34.19,-118.51,4.2865,0
3905,34.2,-118.5,4.1304,0
3906,34.19,-118.5,5.0796,0
3907,34.19,-118.5,4.0,3
3908,34.2,-118.52,2.6437,3
3909,34.2,-118.52,4.9102,0
3910,34.2,-118.53,2.8701,3
3911,34.2,-118.55,3.6905,3
3912,34.19,-118.55,3.1106,3
3913,34.2,-118.55,3.5313,3
3914,34.19,-118.52,2.9511,3
3915,34.19,-118.52,3.8516,3
3916,34.19,-118.52,4.8295,0
3917,34.19,-118.53,2.625,3
3918,34.18,-118.52,4.2143,0
3919,34.18,-118.53,4.2083,0
3920,34.2,-118.56,4.175,0
3921,34.2,-118.56,4.0789,0
3922,34.19,-118.56,5.4548,0
3923,34.19,-118.56,3.9615,3
3924,34.19,-118.56,4.433,0
3925,34.18,-118.56,4.8264,0
3926,34.19,-118.54,2.5739,3
3927,34.18,-118.54,3.9632,3
3928,34.19,-118.55,4.675,0
3929,34.19,-118.55,4.3654,0
3930,34.21,-118.58,3.0187,3
3931,34.21,-118.59,2.9974,3
3932,34.2,-118.59,5.2149,0
3933,34.2,-118.58,5.015,0
3934,34.22,-118.57,3.7798,3
3935,34.21,-118.57,5.8798,0
3936,34.22,-118.57,4.1359,0
3937,34.21,-118.58,4.0313,0
3938,34.22,-118.58,5.6345,0
3939,34.21,-118.58,4.7125,0
3940,34.21,-118.59,5.0462,0
3941,34.21,-118.59,4.8333,0
3942,34.21,-118.6,2.8039,3
3943,34.21,-118.61,5.6407,0
3944,34.22,-118.62,5.6356,0
3945,34.21,-118.62,6.1074,0
3946,34.22,-118.62,4.0909,0
3947,34.21,-118.61,3.3534,3
3948,34.2,-118.61,3.6296,3
3949,34.21,-118.61,5.4527,0
3950,34.2,-118.62,5.7613,0
3951,34.21,-118.63,5.5709,0
3952,34.22,-118.64,8.4438,5
3953,34.21,-118.65,9.6465,5
3954,34.2,-118.65,6.9223,0
3955,34.2,-118.62,5.0025,0
3956,34.2,-118.63,6.7785,0
3957,34.21,-118.59,2.5797,3
3958,34.2,-118.59,2.754,3
3959,34.2,-118.6,3.2297,3
3960,34.21,-118.6,2.6159,3
3961,34.2,-118.56,5.0483,0
3962,34.21,-118.57,4.1181,0
3963,34.2,-118.57,3.1818,3
3964,34.2,-118.58,3.5,3
3965,34.19,-118.56,4.1111,0
3966,34.2,-118.57,4.5568,0
3967,34.2,-118.57,5.223,0
3968,34.2,-118.58,5.1463,0
3969,34.2,-118.58,4.2330000000000005,0
3970,34.19,-118.56,4.8125,0
3971,34.19,-118.58,3.8839,3
3972,34.19,-118.58,3.3125,3
3973,34.19,-118.58,2.85,3
3974,34.18,-118.58,5.6159,0
3975,34.2,-118.62,5.0309,0
3976,34.18,-118.62,6.4044,0
3977,34.19,-118.62,5.5101,0
3978,34.2,-118.61,5.5191,0
3979,34.19,-118.61,4.1154,0
3980,34.19,-118.61,4.3125,0
3981,34.19,-118.6,2.8312,3
3982,34.19,-118.63,5.1529,0
3983,34.18,-118.63,6.6689,0
3984,34.19,-118.64,6.0094,0
3985,34.19,-118.64,5.6163,0
3986,34.18,-118.64,5.1641,0
3987,34.19,-118.64,4.4167,0
3988,34.18,-118.65,4.925,0
3989,34.19,-118.65,5.2016,0
3990,34.19,-118.66,7.642,0
3991,34.17,-118.63,5.5798,0
3992,34.17,-118.64,7.7846,0
3993,34.18,-118.57,6.5304,0
3994,34.17,-118.57,6.0928,0
3995,34.17,-118.58,6.2064,0
3996,34.18,-118.59,4.2009,0
3997,34.17,-118.61,3.8819,3
3998,34.17,-118.62,3.0404,3
3999,34.17,-118.62,6.8482,0
4000,34.18,-118.63,6.7977,0
4001,34.18,-118.65,7.4918,0
4002,34.18,-118.66,8.3912,5
4003,34.17,-118.61,4.0,3
4004,34.15,-118.61,4.9102,0
4005,34.16,-118.61,6.8107,0
4006,34.16,-118.63,6.0192,0
4007,34.16,-118.63,7.457000000000001,0
4008,34.15,-118.62,7.9814,5
4009,34.17,-118.57,3.1875,3
4010,34.17,-118.58,5.6327,0
4011,34.17,-118.59,5.4847,0
4012,34.16,-118.6,4.1656,0
4013,34.16,-118.6,6.0794,0
4014,34.15,-118.57,10.9201,5
4015,34.15,-118.58,8.4196,5
4016,34.15,-118.59,6.7694,0
4017,34.15,-118.6,6.14,0
4018,34.14,-118.59,10.5511,5
4019,34.18,-118.49,4.8984,0
4020,34.18,-118.51,4.8036,0
4021,34.17,-118.51,3.1885,3
4022,34.18,-118.52,3.675,3
4023,34.18,-118.52,3.6534,3
4024,34.18,-118.52,3.1923,3
4025,34.17,-118.53,3.855,3
4026,34.17,-118.54,6.1274,0
4027,34.18,-118.55,5.0605,0
4028,34.18,-118.56,5.4088,0
4029,34.18,-118.54,3.0943,3
4030,34.18,-118.53,3.1887,3
4031,34.17,-118.54,5.6738,0
4032,34.17,-118.54,2.8528,3
4033,34.17,-118.55,7.8392,0
4034,34.17,-118.56,7.1322,0
4035,34.17,-118.52,3.2154,3
4036,34.16,-118.52,5.17,0
4037,34.16,-118.53,3.6141,3
4038,34.16,-118.51,5.4609,0
4039,34.16,-118.48,8.7172,5
4040,34.16,-118.49,6.4958,0
4041,34.16,-118.5,7.138999999999999,0
4042,34.15,-118.5,13.4196,5
4043,34.17,-118.5,4.1429,0
4044,34.15,-118.49,10.3587,5
4045,34.14,-118.49,10.6796,5
4046,34.13,-118.49,11.2979,5
4047,34.14,-118.51,12.8879,5
4048,34.14,-118.53,9.2189,5
4049,34.15,-118.54,10.2292,5
4050,34.14,-118.56,10.4399,5
4051,34.15,-118.43,3.2241,3
4052,34.15,-118.43,7.672000000000001,0
4053,34.15,-118.43,3.7125,3
4054,34.15,-118.43,2.8448,3
4055,34.15,-118.44,3.415,3
4056,34.15,-118.44,10.0549,5
4057,34.15,-118.44,4.6375,0
4058,34.15,-118.44,3.2813,3
4059,34.15,-118.44,2.9352,3
4060,34.16,-118.45,3.6171,3
4061,34.15,-118.45,4.1727,0
4062,34.15,-118.45,4.5656,0
4063,34.16,-118.46,3.4698,3
4064,34.16,-118.46,3.8273,3
4065,34.15,-118.47,4.642,0
4066,34.16,-118.47,4.6,0
4067,34.15,-118.47,8.2269,5
4068,34.15,-118.48,5.4591,0
4069,34.16,-118.48,6.7082,0
4070,34.14,-118.48,10.3599,5
4071,34.14,-118.46,8.8115,5
4072,34.14,-118.47,8.152999999999999,5
4073,34.14,-118.47,7.629,0
4074,34.14,-118.43,10.9237,5
4075,34.13,-118.43,8.2954,5
4076,34.14,-118.45,7.9625,0
4077,34.15,-118.35,9.042,5
4078,34.15,-118.36,4.3,0
4079,34.15,-118.36,3.6202,3
4080,34.15,-118.37,3.1373,3
4081,34.15,-118.37,3.3669,3
4082,34.16,-118.38,3.1289,3
4083,34.15,-118.38,4.3036,0
4084,34.15,-118.39,4.2031,0
4085,34.15,-118.39,3.4612,3
4086,34.16,-118.39,3.2388,3
4087,34.15,-118.4,3.0398,3
4088,34.15,-118.41,4.3468,0
4089,34.15,-118.42,4.615,0
4090,34.15,-118.42,4.3214,0
4091,34.15,-118.42,5.2853,0
4092,34.16,-118.42,4.0208,0
4093,34.16,-118.42,0.536,3
4094,34.15,-118.4,4.3889,0
4095,34.15,-118.4,5.0754,0
4096,34.15,-118.41,4.1656,0
4097,34.15,-118.41,6.082999999999999,0
4098,34.14,-118.36,3.6823,3
4099,34.14,-118.37,3.5714,3
4100,34.14,-118.37,3.7986,3
4101,34.14,-118.38,7.7112,0
4102,34.14,-118.39,5.5683,0
4103,34.15,-118.39,3.1146,3
4104,34.13,-118.35,4.3333,0
4105,34.12,-118.34,4.2415,0
4106,34.13,-118.36,8.0499,5
4107,34.14,-118.37,3.5096,3
4108,34.13,-118.37,8.5677,5
4109,34.14,-118.39,6.5533,0
4110,34.14,-118.38,6.0876,0
4111,34.13,-118.4,10.5575,5
4112,34.14,-118.4,6.0678,0
4113,34.14,-118.4,5.1377,0
4114,34.14,-118.41,5.738,0
4115,34.14,-118.42,4.0439,0
4116,34.13,-118.42,12.7823,5
4117,34.14,-118.22,5.5291,0
4118,34.14,-118.22,3.7404,3
4119,34.14,-118.2,5.5524,0
4120,34.14,-118.19,3.6058,3
4121,34.14,-118.19,5.2962,0
4122,34.14,-118.23,2.3958,3
4123,34.14,-118.22,5.5456,0
4124,34.13,-118.22,5.7794,0
4125,34.14,-118.2,4.0909,0
4126,34.14,-118.21,3.2222,3
4127,34.14,-118.21,2.2267,3
4128,34.14,-118.2,3.9375,3
4129,34.14,-118.19,4.3359,0
4130,34.13,-118.19,3.925,3
4131,34.13,-118.2,3.5349,3
4132,34.13,-118.21,3.25,3
4133,34.13,-118.22,2.7098,3
4134,34.13,-118.22,3.3542,3
4135,34.13,-118.18,3.5341,3
4136,34.12,-118.18,1.9219,3
4137,34.12,-118.18,4.21,0
4138,34.12,-118.17,2.9154,3
4139,34.12,-118.18,2.369,3
4140,34.12,-118.17,3.7813,3
4141,34.13,-118.19,3.1287,3
4142,34.12,-118.19,4.2344,0
4143,34.12,-118.19,2.3071,3
4144,34.12,-118.19,4.0417,0
4145,34.12,-118.19,2.7012,3
4146,34.13,-118.2,4.0052,3
4147,34.13,-118.2,3.3438,3
4148,34.12,-118.2,3.3326,3
4149,34.12,-118.2,2.9194,3
4150,34.12,-118.21,3.4625,3
4151,34.12,-118.21,3.6845,3
4152,34.12,-118.21,2.5139,3
4153,34.11,-118.2,4.0625,0
4154,34.11,-118.2,2.5211,3
4155,34.11,-118.2,3.0,3
4156,34.12,-118.2,2.8125,3
4157,34.12,-118.19,2.987,3
4158,34.11,-118.19,2.1667,3
4159,34.12,-118.19,2.4932,3
4160,34.11,-118.18,2.6591,3
4161,34.11,-118.18,2.3984,3
4162,34.11,-118.19,2.286,3
4163,34.11,-118.19,3.4227,3
4164,34.1,-118.19,3.2121,3
4165,34.11,-118.2,2.1793,3
4166,34.11,-118.2,1.9355,3
4167,34.1,-118.2,2.07,3
4168,34.11,-118.21,4.3812,0
4169,34.1,-118.21,5.2723,0
4170,34.1,-118.21,3.0377,3
4171,34.1,-118.22,4.1213,0
4172,34.1,-118.23,2.712,3
4173,34.1,-118.23,2.2788,3
4174,34.1,-118.21,3.7437,3
4175,34.09,-118.21,2.7708,3
4176,34.1,-118.22,4.0469,0
4177,34.1,-118.23,2.1687,3
4178,34.09,-118.22,2.5213,3
4179,34.09,-118.22,2.48,3
4180,34.09,-118.22,2.8194,3
4181,34.09,-118.23,2.0476,3
4182,34.13,-118.23,4.6528,0
4183,34.13,-118.23,3.5893,3
4184,34.13,-118.22,4.825,0
4185,34.13,-118.23,4.5766,0
4186,34.13,-118.23,4.2891,0
4187,34.13,-118.23,2.975,3
4188,34.12,-118.22,3.0919,3
4189,34.12,-118.21,3.5638,3
4190,34.11,-118.22,5.2083,0
4191,34.12,-118.22,5.2049,0
4192,34.12,-118.23,2.2843,3
4193,34.12,-118.24,3.1806,3
4194,34.12,-118.23,4.5089,0
4195,34.11,-118.23,5.5051,0
4196,34.11,-118.23,3.3389,3
4197,34.12,-118.25,2.8889,3
4198,34.12,-118.24,2.6111,3
4199,34.12,-118.24,0.8907,3
4200,34.11,-118.24,2.7679,3
4201,34.11,-118.24,2.2167,3
4202,34.11,-118.23,3.133,3
4203,34.12,-118.26,3.1306,3
4204,34.11,-118.26,3.6667,3
4205,34.11,-118.25,2.8667,3
4206,34.11,-118.25,2.7466,3
4207,34.11,-118.25,3.015,3
4208,34.1,-118.24,3.1691,3
4209,34.11,-118.25,3.4375,3
4210,34.1,-118.25,2.625,3
4211,34.1,-118.25,3.7184,3
4212,34.11,-118.26,3.5673,3
4213,34.14,-118.27,2.7685,3
4214,34.13,-118.27,2.1071,3
4215,34.13,-118.27,2.9392,3
4216,34.11,-118.27,3.0521,3
4217,34.11,-118.27,4.4094,0
4218,34.11,-118.28,3.6181,3
4219,34.11,-118.28,3.1445,3
4220,34.12,-118.28,12.8763,5
4221,34.12,-118.26,2.7348,3
4222,34.12,-118.26,3.8393,3
4223,34.12,-118.27,3.575,3
4224,34.11,-118.29,5.296,0
4225,34.11,-118.29,3.0461,3
4226,34.1,-118.29,2.9417,3
4227,34.1,-118.29,3.5172,3
4228,34.11,-118.29,2.3789,3
4229,34.11,-118.29,12.9591,5
4230,34.11,-118.29,3.2333,3
4231,34.11,-118.3,3.5806,3
4232,34.1,-118.3,2.0672,3
4233,34.11,-118.3,8.4389,5
4234,34.11,-118.3,6.9391,0
4235,34.11,-118.31,5.8659,0
4236,34.12,-118.31,8.0073,0
4237,34.13,-118.31,7.2692,0
4238,34.12,-118.32,4.15,0
4239,34.11,-118.32,4.0833,0
4240,34.11,-118.32,3.2462,3
4241,34.11,-118.32,2.3974,3
4242,34.11,-118.33,2.2148,3
4243,34.11,-118.33,3.0642,3
4244,34.11,-118.33,8.2335,5
4245,34.13,-118.32,4.0833,0
4246,34.12,-118.33,6.0352,0
4247,34.13,-118.34,6.6739,0
4248,34.14,-118.32,4.0965,0
4249,34.11,-118.34,3.6974,3
4250,34.1,-118.35,3.358,3
4251,34.1,-118.36,2.9760000000000004,3
4252,34.1,-118.36,3.0179,3
