,Latitude,Longitude,MedInc,cluster
7555,33.91,-118.19,2.7708,3
15700,37.79,-122.44,3.975,0
12364,33.82,-116.46,3.9508,1
7552,33.91,-118.18,3.0134,3
2478,36.21,-120.1,1.5086,5
1197,39.32,-121.65,2.7891,5
18932,38.26,-122.13,3.3281,5
18438,37.25,-121.85,5.4939,0
19570,37.59,-120.95,1.8466,5
13563,34.15,-117.28,3.8125,1
8442,33.9,-118.36,4.74,1
1808,37.93,-122.35,3.2222,5
18172,37.36,-122.02,4.9671,0
15258,33.03,-117.25,6.9326,2
7085,33.93,-117.99,4.8523,1
17385,34.98,-120.47,3.0723,3
263,37.77,-122.2,2.898,5
9675,37.64,-118.96,4.2381,5
19887,36.29,-119.12,2.1731,3
19046,38.43,-121.85,5.0862,0
12308,33.52,-116.8,3.8281,1
18906,38.15,-122.26,4.0515,0
19500,37.67,-121.03,3.1857,5
1571,37.83,-122.01,6.5617,0
13019,38.68,-121.22,3.4506,5
14390,32.74,-117.23,4.1339,1
7417,33.94,-118.22,3.3542,3
18596,37.07,-122.09,4.3429,0
11727,39.24,-120.02,3.0057,5
6180,34.08,-117.92,3.5536,1
20476,34.26,-118.74,4.8717,1
13266,34.09,-117.68,2.9812,3
1370,38.02,-122.16,5.1265,0
3090,35.63,-118.41,2.3125,3
19362,38.7,-123.49,3.3125,5
5038,33.98,-118.35,3.8235,1
20093,38.12,-120.12,2.0625,5
8140,33.82,-118.11,3.8162,1
10684,33.51,-117.78,6.6178,2
11293,33.79,-117.93,5.2129,1
14558,32.95,-117.22,6.357,2
17132,37.46,-122.14,2.4375,5
10551,33.65,-117.71,8.6088,2
13321,34.06,-117.66,1.608,3
16647,35.27,-120.65,4.2411,0
14781,32.57,-117.09,4.5547,1
6480,34.09,-118.04,2.8333,3
8629,33.88,-118.39,6.0441,2
6013,34.06,-117.78,2.2258,3
15903,37.75,-122.41,3.5912,5
8231,33.77,-118.2,1.9797,3
17628,37.26,-121.92,4.5208,0
18479,37.13,-121.67,5.6205,0
15164,32.95,-117.02,3.7784,1
6826,34.09,-118.1,3.8906,1
18535,36.97,-122.01,2.9444,5
5987,34.1,-117.72,3.1477,3
6753,34.11,-118.09,6.5078,2
17233,34.43,-119.69,5.8311,2
12241,33.74,-116.97,1.942,3
16210,37.94,-121.32,2.625,5
17729,37.32,-121.79,6.2742,0
8254,33.77,-118.17,2.6786,3
1976,38.53,-120.59,3.6125,5
10925,33.75,-117.89,4.0231,1
1442,37.99,-122.0,5.4607,0
16367,38.02,-121.32,3.0729,5
8377,33.95,-118.35,3.0519,3
2309,36.83,-119.74,4.1098,0
18830,41.8,-123.38,2.2976,5
1766,37.95,-122.34,3.0694,5
20203,34.25,-119.2,3.8162,1
10051,39.16,-121.0,3.2813,5
10162,33.88,-117.96,6.2556,2
15455,33.18,-117.29,3.1667,3
1488,37.95,-122.03,3.1719,5
4907,34.01,-118.27,1.4524,3
8771,33.8,-118.34,3.9408,1
12405,33.76,-116.24,3.8125,1
13939,34.23,-117.27,3.7708,1
10697,33.61,-117.75,3.1779,3
7976,33.87,-118.2,4.2135,1
18863,38.11,-122.21,3.0962,5
14637,32.8,-117.2,2.3599,3
8141,33.82,-118.11,4.6875,1
6625,34.17,-118.14,2.7148,3
4638,34.06,-118.29,2.1637,3
16229,37.97,-121.33,3.5703,5
10747,33.62,-117.89,3.0625,3
13315,34.06,-117.65,2.0893,3
9570,37.34,-120.6,2.1182,5
11687,33.88,-117.99,3.9559,1
1655,37.92,-121.99,9.0243,0
9202,37.32,-119.65,2.3565,5
2861,35.41,-118.94,6.3639,2
5431,34.02,-118.41,3.725,1
5908,34.29,-118.43,2.865,3
2531,39.51,-122.2,2.8333,5
2183,36.77,-120.21,2.3194,5
20251,34.23,-119.18,3.375,3
3322,38.98,-122.84,1.7196,5
19358,38.81,-123.02,3.2425,5
13754,34.04,-117.15,7.5822,2
10140,33.92,-117.89,2.3935,3
18358,37.36,-122.1,8.5294,0
5903,34.3,-118.43,3.6023,1
18509,36.99,-121.99,5.8123,0
4812,34.02,-118.37,2.6154,3
2126,36.77,-119.71,2.1461,5
19900,36.32,-119.29,1.2012,3
19349,38.67,-123.01,4.6875,0
1011,37.68,-121.78,3.0222,5
8962,34.0,-118.39,5.2035,1
2088,36.75,-119.8,1.5273,5
18367,37.18,-122.01,5.8596,0
981,37.68,-121.85,6.8132,0
20233,34.24,-119.29,6.194,2
8295,33.75,-118.14,4.0795,1
13495,34.17,-117.35,2.9844,3
4834,34.04,-118.3,2.1518,3
9246,36.97,-120.06,1.625,5
5267,34.03,-118.56,8.2934,2
8889,34.03,-118.5,3.6451,1
8452,33.91,-118.35,3.87,1
1246,39.25,-122.08,3.017,5
18590,37.05,-122.11,5.1412,0
2074,36.75,-119.82,2.0781,5
1483,37.95,-122.05,3.1838,5
8048,33.84,-118.17,5.0787,1
16441,38.14,-121.29,3.2338,5
15779,37.78,-122.41,3.8625,5
3290,39.03,-122.66,1.165,5
20258,34.2,-119.17,3.015,3
914,37.53,-121.99,5.0423,0
9299,38.04,-122.59,8.3646,0
18831,41.6,-123.41,1.965,5
16116,37.74,-122.5,4.3611,0
8796,33.77,-118.41,10.06,2
19433,37.65,-121.04,3.3567,5
12539,38.55,-121.49,3.3844,5
7430,33.95,-118.21,2.0372,3
20167,34.44,-119.27,2.7019,3
17576,37.31,-121.94,5.2642,0
20560,38.67,-121.78,4.0556,5
10801,33.63,-117.95,6.0516,2
18748,40.49,-122.31,3.35,5
2432,36.65,-119.53,2.5562,5
17584,37.31,-121.93,2.6573,5
5771,34.15,-118.27,2.6729,3
11339,33.76,-117.93,4.1577,1
3387,34.24,-118.33,4.2639,1
17523,37.33,-121.91,2.894,5
10250,33.88,-117.86,3.7361,1
19218,38.46,-122.68,4.7143,0
7538,33.91,-118.21,1.7824,3
8351,33.95,-118.32,3.1719,3
3813,34.2,-118.48,2.8974,3
796,37.63,-122.08,3.7614,5
11822,38.94,-121.07,4.7143,0
18232,37.41,-122.11,3.4198,5
8565,33.92,-118.42,5.0594,1
7449,33.95,-118.18,3.5341,1
2619,40.94,-124.08,2.3147,5
8863,34.06,-118.38,7.6771,2
11150,33.84,-117.97,4.8667,1
1748,37.96,-122.32,3.375,5
11165,33.83,-117.99,3.2539,3
9273,38.15,-122.58,7.5,0
5309,34.05,-118.44,5.7097,2
1122,39.76,-121.57,2.0882,5
3101,35.64,-117.7,5.8625,2
19750,40.17,-122.24,1.577,5
84,37.81,-122.28,1.8088,5
13096,38.51,-121.3,4.15,5
17863,37.42,-121.91,4.1389,0
14491,32.85,-117.24,10.0707,2
9610,37.3,-120.49,1.75,5
15741,37.78,-122.42,2.4414,5
11660,33.81,-118.01,4.4583,1
3099,35.65,-117.68,3.3269,3
12837,38.68,-121.47,5.0155,0
10662,33.66,-117.81,5.8752,2
12350,33.81,-116.5,2.5399,3
13471,34.08,-117.38,3.6875,1
11444,33.67,-117.98,5.8252,2
6712,34.14,-118.17,11.7894,4
15049,32.78,-116.94,3.434,1
5700,34.23,-118.25,4.4083,1
13432,34.1,-117.43,3.7011,1
17808,37.41,-121.87,6.7867,0
10505,33.43,-117.72,3.8992,1
7974,33.87,-118.2,2.525,3
7527,33.92,-118.23,1.1793,3
14319,32.7,-117.14,0.9589,3
12606,38.5,-121.49,3.319,5
5118,33.97,-118.28,1.6652,3
2231,36.84,-119.78,3.2147,5
9347,37.98,-122.58,4.9615,0
14479,32.83,-117.24,7.4351,2
3053,35.59,-119.34,2.3934,3
11696,33.89,-117.99,4.5033,1
6974,33.98,-118.04,1.9688,3
9248,36.96,-120.07,3.6181,5
8658,33.85,-118.39,5.7128,2
11143,33.84,-117.94,3.1884,3
1592,37.9,-122.1,6.5095,0
17203,34.43,-119.73,4.5278,1
4850,34.03,-118.3,2.1571,3
6545,34.05,-118.03,2.7955,3
11677,33.86,-118.0,3.875,1
20206,34.27,-119.22,5.0679,1
10934,33.74,-117.9,2.7535,3
19022,38.34,-121.97,4.0329,5
11488,33.71,-118.01,4.7515,1
3221,36.33,-119.66,1.4194,5
13846,34.5,-117.35,3.375,3
9542,37.37,-120.75,2.4964,5
5625,33.78,-118.27,2.5262,3
3546,34.26,-118.62,6.3249,2
14320,32.7,-117.15,1.3657,3
2404,36.62,-119.31,1.7292,5
11912,33.96,-117.44,12.5381,4
12052,33.87,-117.57,2.2197,3
8704,33.84,-118.33,5.3131,1
3369,39.92,-120.09,1.7267,5
11253,33.81,-117.99,2.2,3
9690,36.71,-121.66,3.2929,5
20002,36.1,-119.21,1.7432,3
8551,33.88,-118.35,3.35,3
9659,41.78,-121.16,2.1434,5
17672,37.3,-121.87,2.7411,5
6329,33.98,-117.95,5.6716,2
16922,37.58,-122.33,3.4836,5
1904,38.87,-120.0,4.225,5
10439,33.45,-117.6,5.4031,1
14659,32.81,-117.13,2.7652,3
14679,32.83,-117.1,6.2047,2
20110,37.84,-120.2,3.2589,5
5638,33.76,-118.3,5.1269,1
434,37.88,-122.29,3.556,5
2528,39.53,-122.23,1.3708,5
8361,33.96,-118.33,2.3,3
4856,34.02,-118.31,2.2981,3
10440,33.44,-117.59,4.3897,1
20223,34.3,-119.29,3.5385,1
15951,37.72,-122.44,3.9565,0
2834,35.4,-118.99,4.0208,1
2203,36.82,-119.85,3.3239,5
3445,34.25,-118.41,3.6016,1
12912,38.62,-121.32,3.0864,5
20302,34.12,-119.21,4.3427,1
509,37.83,-122.23,7.8772,0
4280,34.09,-118.32,2.0341,3
15278,33.07,-117.31,3.2984,3
18477,37.11,-121.65,5.9356,0
17601,37.3,-121.9,5.6437,0
13837,34.54,-117.18,3.8194,1
16999,37.54,-122.27,8.9083,0
8099,33.81,-118.22,3.7885,1
13766,34.08,-117.08,3.0625,3
9704,36.66,-121.64,5.2285,0
20213,34.28,-119.22,4.7333,1
18089,37.33,-122.06,7.0102,0
17492,34.43,-119.77,5.1271,1
7335,33.98,-118.18,2.5703,3
10071,39.32,-120.17,3.5652,5
15263,33.02,-117.27,5.797999999999999,2
8957,34.01,-118.39,2.3571,3
16239,37.97,-121.3,2.2981,5
11499,33.72,-118.05,4.1862,1
9254,36.97,-120.07,1.6071,5
7093,33.92,-118.0,6.1273,2
932,37.54,-122.05,5.2882,0
10259,33.86,-117.85,4.6806,1
14842,32.69,-117.08,3.4875,1
16672,35.34,-120.69,1.6563,3
10868,33.7,-117.88,5.3254,1
9394,37.91,-122.52,5.5951,0
3685,34.21,-118.37,4.2875,1
3484,34.28,-118.54,6.7248,2
12980,38.68,-121.31,2.1009,5
11319,33.77,-117.98,3.6333,1
17962,37.3,-121.99,5.1483,0
17588,37.3,-121.92,3.6053,5
9517,39.15,-123.2,2.0074,5
3337,38.76,-122.51,4.0435,5
1368,38.01,-122.13,2.1974,5
4204,34.11,-118.26,3.6667,1
10170,33.87,-117.98,3.3199,3
14241,32.69,-117.09,1.3269,3
1547,37.74,-121.95,6.2631,0
6914,33.94,-117.98,5.2851,1
2584,40.87,-124.07,2.2138,5
18415,37.27,-121.84,5.0186,0
19774,39.95,-122.23,2.207,5
10277,33.89,-117.81,5.8243,2
9360,37.95,-122.53,3.5838,5
1818,37.93,-122.32,5.1067,0
12902,38.62,-121.34,2.4537,5
12572,38.53,-121.41,3.1944,5
353,37.75,-122.17,3.1587,5
9703,36.65,-121.63,1.6071,5
19556,37.61,-121.0,2.273,5
1082,39.73,-121.84,0.987,5
1253,39.21,-122.01,2.2679,5
7969,33.87,-118.19,3.6987,1
1935,38.67,-120.99,5.4413,0
18248,37.39,-122.07,5.0131,0
4899,34.01,-118.25,1.0898,3
16407,37.97,-121.17,3.6389,5
5657,33.73,-118.31,5.249,1
13420,34.04,-117.5,5.0175,1
14017,32.75,-117.16,1.9637,3
3991,34.17,-118.63,5.5798,1
3447,34.24,-118.42,2.525,3
6029,34.07,-117.75,5.2269,1
13739,34.04,-117.18,3.6875,1
1185,39.48,-121.52,2.0455,5
18045,37.23,-121.98,3.1176,5
14861,32.65,-117.09,2.619,3
12493,38.57,-121.47,3.0217,5
7534,33.91,-118.23,2.0804,3
5804,34.15,-118.25,0.8185,3
15416,33.22,-117.28,2.3844,3
15712,37.79,-122.44,3.6812,5
6211,34.07,-117.89,4.5179,1
2564,40.79,-124.14,2.4896,5
2918,35.36,-119.04,3.0435,3
14234,32.69,-117.02,4.436,1
4595,34.05,-118.28,1.6355,3
5157,33.95,-118.28,2.1437,3
15383,33.38,-117.2,5.0507,1
18373,37.22,-121.86,6.9508,0
5321,34.05,-118.43,6.7115,2
20327,34.24,-119.06,7.6775,2
11817,38.97,-121.05,4.8214,0
13838,34.53,-117.3,1.2275,3
10903,33.75,-117.86,1.9309,3
15356,33.23,-117.34,3.1062,3
16011,37.74,-122.46,10.959,4
5142,33.96,-118.27,2.037,3
7428,33.95,-118.21,2.295,3
4993,33.99,-118.31,1.7083,3
5155,33.96,-118.26,1.3971,3
10666,33.61,-117.86,8.6001,2
6423,34.14,-118.0,1.0548,3
9688,36.7,-121.64,4.1675,0
2291,36.8,-119.78,2.8994,5
6648,34.17,-118.14,2.7201,3
17206,34.43,-119.72,2.5694,3
3603,34.23,-118.47,2.5008,3
5094,33.97,-118.3,3.375,3
7821,33.91,-118.12,3.5772,1
13295,34.07,-117.64,3.2083,3
17593,37.3,-121.91,3.6563,5
12776,38.64,-121.41,1.9167,5
15662,37.81,-122.43,3.7679,5
8769,33.79,-118.33,4.1071,1
1659,37.93,-121.91,8.7059,0
19203,38.44,-122.72,1.5357,5
12244,33.74,-116.98,1.8446,3
19066,38.29,-122.46,3.5982,5
842,37.59,-122.07,4.825,0
2977,35.32,-119.06,3.569,1
4026,34.17,-118.54,6.1274,2
18467,37.0,-121.68,6.7644,0
14584,32.84,-117.18,4.2768,1
2091,36.75,-119.78,1.2937,5
8318,33.43,-118.48,2.6042,3
8345,33.94,-118.32,3.1563,3
6367,34.16,-118.01,5.532,1
3063,35.68,-119.24,2.5208,3
13426,34.2,-117.38,3.7578,1
7745,33.93,-118.15,4.9808,1
6729,34.11,-118.13,9.1373,2
7682,33.93,-118.1,3.1397,3
17959,37.33,-121.99,4.8365,0
20606,39.12,-121.57,2.08,5
2633,40.62,-124.17,2.8958,5
3297,38.97,-122.65,1.1912,5
15108,32.85,-116.96,4.1716,1
16444,38.13,-121.3,2.8942,5
16126,37.79,-122.47,2.8125,5
16096,37.76,-122.5,4.5329,0
14819,32.67,-117.11,1.6094,3
6885,34.06,-118.09,2.2083,3
4100,34.14,-118.37,3.7986,1
1236,38.23,-120.37,2.6942,5
2900,35.37,-119.01,1.4779,3
8799,33.77,-118.37,10.1447,2
9785,35.95,-121.32,3.5547,5
14,37.85,-122.26,1.9167,5
5652,33.73,-118.29,2.1382,3
4778,34.04,-118.33,2.628,3
2792,37.36,-118.39,2.3261,3
2927,35.36,-119.01,1.056,3
11412,33.69,-117.95,6.9261,2
12436,33.67,-116.17,2.5714,3
5922,34.12,-117.73,6.1731,2
8821,34.09,-118.35,3.0349,3
7442,33.94,-118.2,2.5029,3
14778,32.58,-117.09,3.0273,3
11097,33.83,-117.88,6.4685,2
19725,38.96,-121.62,1.9797,5
20215,34.28,-119.26,3.0799,3
19012,38.35,-122.01,3.8651,5
13889,35.43,-116.57,2.7138,3
2606,41.04,-124.1,1.9741,5
2858,35.39,-118.94,5.4592,1
8824,34.09,-118.36,2.6,3
8898,34.02,-118.49,2.9125,3
14782,32.57,-117.09,5.1478,1
17336,34.88,-120.45,5.7306,2
5,37.85,-122.25,4.0368,0
16886,37.59,-122.39,6.0374,0
5012,34.01,-118.33,1.9231,3
11762,38.74,-121.26,3.3941,5
18353,37.37,-122.12,10.7355,4
20296,34.16,-119.19,4.4187,1
20321,34.23,-119.16,2.7556,3
11201,33.83,-117.92,1.425,3
11184,33.82,-117.95,3.6875,1
16143,37.77,-122.47,4.1635,0
8619,33.86,-118.38,6.7613,2
8170,33.81,-118.12,4.6875,1
15694,37.79,-122.45,10.0914,4
13177,33.97,-117.78,8.4411,2
18499,37.35,-121.74,5.2327,0
3362,40.38,-120.42,2.4757,5
15185,32.96,-117.1,4.1279,1
1938,38.68,-120.98,3.2964,5
8836,34.08,-118.37,2.6713,3
7007,33.98,-118.07,3.9688,1
17436,34.64,-120.47,3.4063,3
4870,34.03,-118.28,1.7976,3
19036,38.37,-122.0,3.625,5
19734,40.2,-122.17,3.3594,5
3877,34.21,-118.5,4.9643,1
15654,37.79,-122.4,1.4552,5
12841,38.66,-121.46,3.9914,5
13246,34.12,-117.63,6.0758,2
2884,35.38,-118.98,1.4786,3
3714,34.19,-118.4,3.0395,3
15486,33.14,-117.13,4.1053,1
3480,34.29,-118.52,7.7464,2
10499,33.51,-117.67,2.9762,3
5069,33.99,-118.3,1.84,3
17806,37.38,-121.87,5.5429,0
3027,35.13,-119.45,2.3013,3
16205,37.94,-121.29,2.0303,5
14266,32.69,-117.11,2.09,3
10675,33.54,-117.77,7.2217,2
9676,37.64,-119.02,3.2431,5
10834,33.69,-117.93,6.4441,2
11026,33.8,-117.83,5.8622,2
12785,38.63,-121.44,1.3302,5
5465,33.99,-118.48,2.5523,3
14127,32.75,-117.09,1.875,3
4705,34.06,-118.34,3.5481,1
7708,33.95,-118.14,6.7744,2
19175,38.37,-122.65,5.7204,0
568,37.73,-122.24,4.5213,0
8866,34.06,-118.39,3.3295,3
15371,33.38,-117.23,2.8393,3
16067,37.75,-122.48,4.7703,0
7913,33.88,-118.08,3.825,1
14460,32.85,-117.27,2.3187,3
8204,33.78,-118.16,1.9808,3
18299,37.4,-122.13,5.1335,0
19385,37.77,-120.85,2.0833,5
15672,37.8,-122.44,7.9761,0
6193,34.09,-117.9,4.125,1
12179,33.77,-117.24,2.8401,3
4715,34.06,-118.37,5.5596,1
9093,34.68,-118.27,3.2125,3
11521,33.73,-118.06,10.5424,4
11778,38.76,-121.29,6.0097,0
2333,36.83,-119.69,4.9327,0
2455,36.56,-119.73,3.0469,5
20091,38.07,-120.19,0.4999,5
9997,39.11,-121.05,3.6333,5
19665,37.51,-120.82,4.4083,0
2525,39.5,-122.53,2.4861,5
1684,38.01,-122.31,3.2759,5
9869,36.61,-121.84,2.2007,5
10958,33.76,-117.9,3.6953,1
5496,34.0,-118.41,2.8393,3
5535,33.96,-118.43,5.8864,2
15801,37.76,-122.44,4.6053,0
6489,34.1,-118.01,3.8085,1
4454,34.1,-118.17,1.3125,3
8117,33.8,-118.2,4.0074,1
9853,36.59,-121.89,3.1364,5
13714,34.1,-117.12,3.2708,3
11287,33.8,-117.95,4.6389,1
461,37.87,-122.26,1.1859,5
19679,39.15,-121.63,1.5613,5
15597,32.65,-116.45,2.1949,3
2613,40.99,-124.08,2.6847,5
10063,39.39,-120.91,1.6094,5
10560,33.63,-117.7,5.5584,1
10302,33.89,-117.8,7.0217,2
13978,34.08,-116.88,3.9028,1
5364,34.04,-118.42,5.6454,2
11852,39.78,-120.48,2.375,5
1991,36.72,-119.8,0.9513,5
19835,36.54,-119.39,1.7165,5
3946,34.22,-118.62,4.0909,1
1575,37.77,-121.99,5.1755,0
7479,33.93,-118.22,3.0167,3
6879,34.07,-118.1,2.25,3
1583,37.87,-121.97,13.4883,4
1520,37.92,-122.08,6.195,0
7683,33.92,-118.11,4.3,1
1617,37.84,-122.08,11.7064,4
6027,34.06,-117.74,2.8983,3
491,37.86,-122.25,5.0463,0
3929,34.19,-118.55,4.3654,1
14990,32.72,-117.02,3.7763,1
11132,33.85,-117.93,4.2019,1
4446,34.07,-118.21,2.1333,3
1330,38.01,-121.88,2.7374,5
14329,32.71,-117.17,0.7685,3
5416,34.02,-118.44,4.0429,1
9199,37.39,-119.66,2.7813,5
17197,34.44,-119.76,2.4701,3
13556,34.1,-117.31,1.5208,3
13413,34.08,-117.48,3.1028,3
5058,34.01,-118.35,3.6629,1
3582,34.24,-118.55,4.3458,1
8657,33.85,-118.38,5.5843,1
14123,32.75,-117.1,1.4886,3
19597,37.59,-120.92,2.6591,5
2318,36.83,-119.7,2.5904,5
5894,34.16,-118.32,6.2547,2
17066,37.48,-122.22,2.56,5
405,37.9,-122.27,6.174,0
219,37.79,-122.21,2.875,5
4123,34.14,-118.22,5.5456,1
11868,40.3,-121.09,3.6477,5
17244,34.43,-119.67,2.3681,3
16498,37.84,-120.97,2.883,5
15889,37.73,-122.38,2.625,5
6593,34.17,-118.18,9.0702,2
2037,36.74,-119.67,2.7813,5
1022,38.69,-119.78,2.45,5
12622,38.5,-121.52,4.8497,0
9483,39.33,-123.23,3.9632,5
20132,34.41,-118.9,4.2599,1
266,37.77,-122.19,3.3715,5
15453,33.16,-117.31,5.6605,2
15173,33.03,-117.06,7.0913,2
14787,32.58,-117.13,3.1645,3
11518,33.72,-118.06,9.8177,2
3827,34.2,-118.46,3.0893,3
2821,35.4,-119.03,2.1818,3
12559,38.54,-121.45,1.4702,5
15536,33.13,-117.13,2.082,3
8483,33.92,-118.29,5.3292,1
15299,33.15,-117.34,3.3536,1
12788,38.62,-121.44,1.9107,5
2742,32.78,-115.58,5.7843,2
4665,34.05,-118.3,2.2684,3
18635,37.06,-122.0,6.0621,0
1263,37.98,-121.68,3.6411,5
9396,37.9,-122.52,4.4239,0
8766,33.81,-118.38,5.7361,2
3584,34.23,-118.51,4.7926,1
5524,33.98,-118.37,4.3438,1
7793,33.89,-118.08,3.1917,3
12648,38.5,-121.47,1.7188,5
7180,34.04,-118.18,3.0417,3
19857,36.35,-119.42,1.6645,3
4762,34.04,-118.35,2.1711,3
11631,33.82,-118.03,3.6815,1
1668,37.96,-122.2,6.7741,0
10764,33.63,-117.91,3.1985,3
17195,34.45,-119.75,4.1375,1
17261,34.42,-119.72,4.0125,1
8607,33.87,-118.37,5.0114,1
20264,34.2,-119.19,2.1542,3
13812,34.89,-117.02,2.8281,3
7945,33.87,-118.14,4.3942,1
3517,34.25,-118.48,4.9688,1
12369,33.78,-116.43,6.1437,2
3833,34.2,-118.44,2.5197,3
8049,33.83,-118.17,4.1023,1
10969,33.76,-117.87,4.1071,1
4708,34.06,-118.35,3.7167,1
9092,34.65,-118.23,3.5673,1
3307,38.95,-122.64,1.2029,5
6498,34.08,-118.03,3.25,3
6291,34.01,-117.88,4.7589,1
5440,34.0,-118.44,2.599,3
9380,37.88,-122.46,8.8386,0
6812,34.09,-118.07,3.6083,1
4111,34.13,-118.4,10.5575,4
20409,34.2,-118.86,4.125,1
17257,34.41,-119.7,2.2069,3
592,37.71,-122.1,5.2131,0
7800,33.9,-118.09,4.0461,1
758,37.66,-122.07,3.875,5
9563,37.36,-120.62,3.2656,5
6557,34.19,-118.12,8.7835,2
3383,34.25,-118.27,4.4375,1
16201,37.94,-121.27,1.7386,5
18186,37.38,-122.03,3.8732,5
3592,34.24,-118.47,2.3111,3
15316,33.2,-117.36,1.3269,3
14772,32.57,-117.07,2.7361,3
12870,38.71,-121.4,3.8355,5
13476,34.09,-117.39,4.3958,1
16123,37.78,-122.47,2.7431,5
5088,33.98,-118.28,0.9809,3
17096,37.46,-122.23,4.2232,0
5617,33.79,-118.26,3.5488,1
20060,35.87,-119.26,1.6469,3
895,37.54,-121.96,3.9909,0
19653,37.49,-120.85,1.9429,5
18403,37.24,-121.84,5.4741,0
11307,33.78,-117.94,3.0125,3
1225,38.25,-120.43,2.4583,5
6408,34.13,-118.03,4.9583,1
7341,33.97,-118.14,2.63,3
17025,37.52,-122.27,3.7,5
3333,38.92,-122.62,1.8417,5
4754,34.05,-118.33,2.0706,3
3619,34.25,-118.44,3.7,1
17561,37.32,-121.89,2.1149,5
6110,34.13,-117.89,4.1995,1
18816,39.56,-120.23,2.46,5
17222,34.44,-119.71,5.3184,1
16149,37.77,-122.47,3.8571,5
8886,34.03,-118.51,3.8571,1
13732,34.05,-117.19,2.5143,3
13487,34.1,-117.36,2.3205,3
6775,34.12,-118.15,3.4018,3
15142,32.82,-116.89,5.0201,1
4860,34.02,-118.3,1.5781,3
18730,40.52,-122.46,5.2149,0
20282,34.19,-119.18,2.8561,3
7731,33.92,-118.14,3.2237,3
12386,33.69,-116.39,6.9833,2
6266,34.04,-117.94,3.5592,1
2222,36.82,-119.83,7.2909,0
4679,34.07,-118.34,6.2223,2
9085,34.67,-118.17,4.5659,1
3796,34.16,-118.36,4.0764,1
2227,36.86,-119.77,8.2737,4
3904,34.19,-118.51,4.2865,1
945,37.51,-122.0,4.9867,0
1274,37.95,-121.74,5.7104,0
4464,34.08,-118.19,1.9038,3
13609,34.14,-117.27,4.1,1
19184,38.43,-122.59,3.4561,5
20062,35.96,-119.04,1.875,3
8366,33.97,-118.35,2.6734,3
8238,33.77,-118.18,1.5536,3
18966,38.26,-122.02,2.5896,5
9812,36.6,-121.93,4.0154,0
9504,39.01,-123.36,2.7232,5
20406,34.2,-118.87,7.001,2
11520,33.72,-118.06,15.0001,4
16826,37.63,-122.49,3.2446,5
19916,36.31,-119.31,2.0714,3
16069,37.75,-122.49,3.7054,5
18745,40.55,-122.31,3.5522,5
11655,33.84,-118.01,3.9628,1
2788,37.35,-118.42,4.375,1
6268,34.05,-117.94,3.3409,3
4901,34.01,-118.25,1.3287,3
1180,39.47,-121.54,2.4952,5
13480,34.1,-117.37,2.3889,3
15678,37.8,-122.43,3.6893,5
18329,37.45,-122.15,6.767,0
15462,33.17,-117.22,3.625,1
14754,32.56,-117.05,2.875,3
6215,34.07,-117.91,4.5594,1
5422,34.03,-118.42,4.5278,1
3493,34.28,-118.48,5.5608,1
14035,32.74,-117.14,2.5553,3
7321,33.99,-118.18,1.6341,3
1459,37.97,-121.98,5.2442,0
7386,33.96,-118.24,1.9041,3
8582,33.9,-118.4,7.9059,2
5358,34.05,-118.4,3.6953,1
20516,38.57,-121.52,2.89,5
7152,34.03,-118.16,3.1724,3
9932,38.29,-122.3,3.0404,5
7662,33.83,-118.22,3.9091,1
19219,38.47,-122.67,3.0568,5
13717,34.08,-117.19,2.6536,3
111,37.82,-122.25,2.6429,5
1586,37.85,-121.96,12.2478,4
1395,37.98,-122.07,4.0154,5
6759,34.1,-118.12,4.0556,1
18753,40.69,-122.38,1.7422,5
7558,33.91,-118.2,3.5878,1
3889,34.22,-118.56,4.4271,1
19687,39.13,-121.63,1.8208,5
17050,37.47,-122.28,6.8879,0
14720,32.8,-117.02,4.1162,1
5620,33.78,-118.25,1.4444,3
8294,33.76,-118.13,4.25,1
4851,34.03,-118.3,2.7125,3
7588,33.9,-118.23,2.4706,3
13934,34.24,-117.32,1.9265,3
18852,41.31,-122.3,2.4526,5
15659,37.79,-122.41,1.724,5
7484,33.93,-118.21,2.5083,3
4849,34.02,-118.31,1.2434,3
3299,38.95,-122.62,1.6865,5
18715,40.57,-122.4,1.655,5
367,37.74,-122.13,5.0,0
6036,34.06,-117.73,3.1786,3
8079,33.82,-118.2,5.2606,1
13376,34.16,-117.59,7.8252,2
14773,32.56,-117.07,3.0992,3
3032,35.41,-119.12,4.4561,1
15286,33.15,-117.32,5.4904,1
3903,34.19,-118.51,5.3028,1
6179,34.08,-117.92,4.2986,1
2094,36.76,-119.76,1.4766,5
15121,32.85,-116.94,4.7578,1
10294,33.87,-117.8,4.2566,1
4469,34.09,-118.16,3.1442,3
2182,36.79,-120.08,2.9808,5
3856,34.17,-118.43,2.6979,3
4459,34.1,-118.18,4.875,1
6601,34.18,-118.15,3.3125,3
15252,33.01,-117.32,4.125,1
8513,33.89,-118.31,4.1458,1
12376,33.75,-116.33,4.0360000000000005,1
9912,38.31,-122.29,2.2721,5
1829,37.92,-122.32,3.3594,5
7458,33.92,-118.18,3.2734,3
20521,38.57,-121.53,4.0833,5
15386,33.32,-117.03,3.8438,1
6086,34.08,-117.87,3.2469,3
4785,34.03,-118.32,2.8971,3
9931,38.29,-122.3,2.4728,5
